seg,proj,d,N,population,n,frac_seen_median,auroc_base,auroc_chaos,auroc_full
all_sent,norm,3,50,все допустимые при N,300,0.06693440428380187,0.5141251221896382,0.4644024834814308,0.4919095576183862
all_sent,norm,3,50,фиксированная (≥400 фрагм.),273,0.06265664160401002,0.4951721897335933,0.4690383365821963,0.4850187434397961
all_sent,norm,3,100,все допустимые при N,300,0.13386880856760375,0.5297853688473383,0.471809104873621,0.5238268508514689
all_sent,norm,3,100,фиксированная (≥400 фрагм.),273,0.12531328320802004,0.520769730594292,0.4659276753136402,0.4934213025441096
all_sent,norm,3,200,все допустимые при N,300,0.2677376171352075,0.5494662793347004,0.49831190880426873,0.5358141321044547
all_sent,norm,3,200,фиксированная (≥400 фрагм.),273,0.2506265664160401,0.536043884640376,0.46278302594092074,0.5129949517668815
all_sent,norm,3,400,все допустимые при N,273,0.5012531328320802,0.5131329034837807,0.5243264857299945,0.5197500874693857
all_sent,norm,3,400,фиксированная (≥400 фрагм.),273,0.5012531328320802,0.5131329034837807,0.5243264857299945,0.5197500874693857
all_sent,norm,4,50,все допустимые при N,300,0.06693440428380187,0.5141251221896382,0.44400301523603736,0.4751692096810943
all_sent,norm,4,50,фиксированная (≥400 фрагм.),273,0.06265664160401002,0.4951721897335933,0.4181269055830459,0.43863897635827465
all_sent,norm,4,100,все допустимые при N,300,0.13386880856760375,0.5297853688473383,0.4834199134199134,0.5292913919696601
all_sent,norm,4,100,фиксированная (≥400 фрагм.),273,0.12531328320802004,0.520769730594292,0.5207507372419652,0.525899935022742
all_sent,norm,4,200,все допустимые при N,300,0.2677376171352075,0.5494662793347004,0.45539820960024696,0.5123427520413938
all_sent,norm,4,200,фиксированная (≥400 фрагм.),273,0.2506265664160401,0.536043884640376,0.4195046733643225,0.4918508522017294
all_sent,norm,4,400,все допустимые при N,273,0.5012531328320802,0.5131329034837807,0.5274089068825911,0.5153276353276353
all_sent,norm,4,400,фиксированная (≥400 фрагм.),273,0.5012531328320802,0.5131329034837807,0.5274089068825911,0.5153276353276353
all_sent,pca1,3,50,все допустимые при N,300,0.06693440428380187,0.5141251221896382,0.49557023056174165,0.49182055211342135
all_sent,pca1,3,50,фиксированная (≥400 фрагм.),273,0.06265664160401002,0.4951721897335933,0.436596441245564,0.4704783325835957
all_sent,pca1,3,100,все допустимые при N,300,0.13386880856760375,0.5297853688473383,0.4177724093959238,0.4900262018683071
all_sent,pca1,3,100,фиксированная (≥400 фрагм.),273,0.12531328320802004,0.520769730594292,0.41297195981406504,0.472379167291448
all_sent,pca1,3,200,все допустимые при N,300,0.2677376171352075,0.5494662793347004,0.4362225854225005,0.5115525433819152
all_sent,pca1,3,200,фиксированная (≥400 фрагм.),273,0.2506265664160401,0.536043884640376,0.44681086619683114,0.5020342879992004
all_sent,pca1,3,400,все допустимые при N,273,0.5012531328320802,0.5131329034837807,0.47153446293797174,0.5077512870495327
all_sent,pca1,3,400,фиксированная (≥400 фрагм.),273,0.5012531328320802,0.5131329034837807,0.47153446293797174,0.5077512870495327
all_sent,pca1,4,50,все допустимые при N,300,0.06693440428380187,0.5141251221896382,0.5265932977605303,0.525811026833947
all_sent,pca1,4,50,фиксированная (≥400 фрагм.),273,0.06265664160401002,0.4951721897335933,0.5112905483080922,0.4993032438646474
all_sent,pca1,4,100,все допустимые при N,300,0.13386880856760375,0.5297853688473383,0.4702501855812552,0.5141580674560301
all_sent,pca1,4,100,фиксированная (≥400 фрагм.),273,0.12531328320802004,0.520769730594292,0.473072424651372,0.5001174588893887
all_sent,pca1,4,200,все допустимые при N,300,0.2677376171352075,0.5494662793347004,0.48760385200538003,0.5304877479622812
all_sent,pca1,4,200,фиксированная (≥400 фрагм.),273,0.2506265664160401,0.536043884640376,0.5222302194232019,0.5216109361723397
all_sent,pca1,4,400,все допустимые при N,273,0.5012531328320802,0.5131329034837807,0.5180431848852901,0.5134807817263958
all_sent,pca1,4,400,фиксированная (≥400 фрагм.),273,0.5012531328320802,0.5131329034837807,0.5180431848852901,0.5134807817263958
